URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://tx.hl7.lt/fhir/ValueSet/organization-identifier,1.0.0,draft,,OrganizationIdentifierLt,Organization Identifier,"A curated list of identifier systems for organizations.","StructureDefinition/organization-lt","Internal"
https://tx.hl7.lt/fhir/ValueSet/patient-identifier,1.0.0,draft,,PatientIdentifierLt,Patient Identifier,"A curated list of identifier systems for patients.","StructureDefinition/patient-lt","Internal"
